sentence, rc_startpos, rc_length, subj_num
the team that the competent principals happily met endorsed the scandalous movement .,2,6,singular
my cousin that my really obnoxious partners last week fancied rolled the yellow shirt last week .,2,8,singular
the policy that the extremely nervous secretary suggested stopped the movement .,2,6,singular
my really witty partner that the timid clerks last month phoned googled the article .,4,7,singular
the syrup that the preschoolers wasted satisfied my cousin .,2,4,singular
the extremely outrageous rebellion that the directors last week helped shaped the budget last week .,4,6,singular
my partners that my cousin fancied rolled the shirt .,2,4,plural
the really cheerful parents that the preschooler and the toddlers last month ignored covered the shiny cup .,4,9,plural
the child that the guardian accompanied stored the coin happily .,2,4,singular
the famous procedures that the physician last month misused improved the equation .,3,6,plural
the disastrous device that the famous library and the rather gorgeous museum efficiently installed polluted the quite gorgeous region quickly .,3,11,singular
the really witty toddlers that the student and the nervous teenager last month envied found the coin .,4,10,plural
the politicians that the quite timid gathering and the quite nervous team worshiped proposed the interesting budget .,2,11,plural
the convenient formula that the nurse recognized challenged the procedure .,3,4,singular
the driven principal that the employees worshiped watched the revolution .,3,4,singular
the team that the driven principal avoided worshiped the politician .,2,5,singular
the cheerful toddler that the witty teenager and the actors last month envied valued the coin .,3,10,singular
the chubby guardians that the quite chubby child last week accompanied sorted the shiny coin efficiently .,3,8,plural
the preschooler that my rather uptight colleague accompanied kicked the butterfly wearily .,2,6,singular
the museums that my colleague wearily approached installed the faulty equipment quickly .,2,5,plural
my cousins that my obnoxious colleague fancied bought the shirt .,2,5,plural
the quite uptight politician that the team obeyed sanctioned the really interesting budget happily .,4,4,singular
the guardian that the toddler and the preschoolers hit discovered the scandalous truth last month .,2,7,singular
the famous articles that the assistant shared spread the information quickly .,3,4,plural
the potatoes that the nervous toddler licked satisfied the short preschooler last month .,2,5,plural
the novel that the cheerful toddlers happily colored helped the revolution last week .,2,6,singular
my young partner that my nervous cousin happily married deleted the book quickly .,3,6,singular
the fragrance that the timid toddler and the timid children happily smelled polluted the majestic region quickly .,2,10,singular
the movement that the director and the driven politicians quickly destroyed shaped the budget .,2,9,singular
my nervous colleague that my cousins fancied painted the door .,3,4,singular
the toddler that the actor and the obnoxious teenager envied spilled the clear juice last week .,2,8,singular
the toddler that the student and the cheerful teenagers last week envied wasted the extremely clear juice .,2,10,singular
the principal that the timid assistant phoned joined the revolution .,2,5,singular
the juice that the child and the chubby preschooler last week spilled satisfied the quite timid toddler last month .,2,10,singular
the extremely competent principal that the team and the extremely competent employee last week betrayed helped the quite outrageous revolution .,4,11,singular
the convenient principle that the scientists and the physicians last month challenged fixed the flaw .,3,9,singular
the famous principle that the researcher and the timid nurse reused fixed the flaw .,3,8,singular
the really majestic novel that the toddler colored helped the outrageous revolution last month .,4,4,singular
the rather famous revolution that the director and the principals warned shaped the budget .,4,7,singular
the famous principle that the physician reused fixed the flaw .,3,4,singular
my quite witty colleague that my obnoxious cousins and my cousins married googled the really outrageous book promptly .,4,8,singular
the victories that the driven politician and the obnoxious directors last week celebrated helped the rebellion last month .,2,11,plural
the convenient principle that the nervous physicians invented improved the really famous equation .,3,5,singular
the team that the director last month encouraged obeyed the uptight politician .,2,6,singular
the guardians that the really nervous preschooler and the extremely witty toddler hit folded the green shirt .,2,11,plural
my really obnoxious partners that my obnoxious colleague married hung the extremely green shirt .,4,5,plural
the principle that the competent physician efficiently invented fixed the flaw .,2,6,singular
the rather gorgeous sculptures that my cheerful colleague happily bought misled the timid employee last month .,4,6,plural
the rather disastrous gas that the toddlers smelled killed the giraffe .,4,4,singular
my colleague that my nervous cousin last week fancied wanted the dessert last week .,2,7,singular
my obnoxious cousins that the really timid preschooler and the child accompanied accepted the offer happily .,3,9,plural
the cheerful guardian that the quite short children and the witty child happily hugged sorted the shiny coin happily .,3,11,singular
the preschooler that the rather witty actor envied saved the rather startled cat .,2,6,singular
the chubby toddler that the timid teenager envied grabbed the butterfly .,3,5,singular
the rather disastrous fragrance that the quite young toddler happily smelled polluted the rather majestic region quickly .,4,7,singular
the witty guardian that the toddlers last month hit refused the really rich dessert gloomily .,3,6,singular
the parent that the toddler hit covered the green cup .,2,4,singular
the book that my colleague and my cousin deleted spread the information .,2,7,singular
my partner that my colleague married bought the sculpture .,2,4,singular
the employee that the really scandalous policy and the extremely outrageous strategy last month misled endorsed the rebellion .,2,13,singular
the child that the actor last week envied created the majestic sculpture happily .,2,6,singular
the fragrance that the parents and the guardian gloomily inhaled harmed the giraffe .,2,8,singular
the principle that the really competent nurses misused improved the really famous equation efficiently .,2,6,singular
the famous principle that the nurse reviewed improved the equation .,3,4,singular
the rather outrageous papers that the actor and the obnoxious teenager exchanged spread the outrageous information .,4,8,plural
the famous museum that my chubby partner approached installed the extremely faulty equipment efficiently .,3,5,singular
the formula that the scientists and the nurses recognized challenged the procedure .,2,7,singular
the movement that the extremely driven principals helped shaped the rather interesting budget .,2,6,singular
the guardians that the timid child and the cheerful preschooler hit filled the cup .,2,9,plural
the unanticipated achievement that the driven gathering and the team last week celebrated destroyed the scandalous rebellion .,3,10,singular
the chubby toddler that my uptight cousin accompanied created the sculpture .,3,5,singular
the novels that the actor and the timid teenager last week enjoyed misled the team .,2,10,plural
the fierce revolution that the extremely uptight director stopped shaped the rather interesting budget .,3,6,singular
the startled gathering that the politician met celebrated the victory .,3,4,singular
my rather cheerful cousin that my partner married chewed the potato last month .,4,4,singular
my extremely cheerful cousin that my partner fancied burned the photograph gloomily .,4,4,singular
the gathering that the politician sadly avoided worshiped the rather uptight director last month .,2,5,singular
my witty colleague that the secretaries last month phoned joined the rather famous rebellion .,3,6,singular
the cheerful guardian that the nervous children hugged framed the photograph sadly .,3,5,singular
the really majestic museum that my cousins and my extremely obnoxious partners approached displayed the novel .,4,9,singular
the child that the actors envied tied the string .,2,4,singular
the sculpture that the nervous teenager last month discussed misled the employee .,2,7,singular
the timid child that my rather short partner and my cousins accompanied grabbed the butterfly last month .,3,9,singular
the principle that the nurses happily taught fixed the flaw quickly .,2,5,singular
the guardian that the witty toddler last month ignored sorted the rather shiny coin happily .,2,7,singular
the really green bottles that my cousin and my quite nervous colleagues efficiently filled satisfied my partner last month .,4,10,plural
the quite disastrous fragrance that the waitress and the timid chefs wearily inhaled harmed the giraffe .,4,9,singular
the formula that the scientists received challenged the famous procedure last month .,2,4,singular
my witty cousins that my colleague and my partners married lost the majestic photograph .,3,7,plural
the letters that the director and the competent principal avoided encouraged the really timid employee last week .,2,8,plural
the parent that the nervous toddler and the nervous preschooler hugged tied the string quickly .,2,9,singular
the really rich fish that my partners chewed satisfied my cousin last month .,4,4,singular
the principal that the team last week worshiped crushed the rebellion efficiently .,2,6,singular
the children that the student and the obnoxious actors envied chewed the potato .,2,8,plural
the timid parent that the preschoolers and the toddler hugged discovered the really outrageous truth quickly .,3,7,singular
the team that the quite obnoxious directors last week met worshiped the uptight principal .,2,8,singular
my colleague that my cousins and my young cousin wearily married accepted the interesting offer happily .,2,9,singular
the nervous guardian that the cheerful toddler and the preschooler last month ignored folded the quite yellow shirt happily .,3,10,singular
the toddler that the guardians accompanied captured the giraffe .,2,4,singular
the extremely majestic novel that my cousin bought helped the quite fierce rebellion last week .,4,4,singular
the director that the driven secretary and the clerks phoned watched the rebellion last week .,2,8,singular
the convenient principle that the rather witty researcher and the rather fierce physician last month reused improved the convenient equation efficiently .,3,13,singular
the team that the director happily met endorsed the rebellion .,2,5,singular
the parent that the cheerful toddler and the child ignored framed the photograph gloomily .,2,8,singular
the disastrous fragrance that the short preschoolers happily smelled killed the giraffe .,3,6,singular
the fragrance that the chubby toddler smelled harmed the rather startled giraffe last month .,2,5,singular
the parent that the toddler last week hit confiscated the coin last month .,2,6,singular
the gathering that the uptight principal happily met betrayed the director last week .,2,6,singular
the soda that the toddler last week spilled satisfied my nervous partner last month .,2,6,singular
my timid cousins that my chubby colleague married joined the rather fierce rebellion happily .,3,5,plural
the uptight directors that the employee obeyed observed the rather famous rebellion last month .,3,4,plural
the quite cheerful guardian that the toddler happily hugged refused the quite tasty potato .,4,5,singular
the gas that the rather timid toddler and the timid preschoolers happily smelled polluted the region quickly .,2,11,singular
the famous revolution that the uptight principal crushed shaped the budget .,3,5,singular
my chubby cousins that my short partner fancied painted the green door .,3,5,plural
the quite famous principle that the really timid nurse introduced fixed the flaw .,4,6,singular
my partners that my nervous colleague last week fancied bought the yellow shirt .,2,7,plural
the procedures that the scientist quickly reused fixed the flaw quickly .,2,5,plural
the team that the rather driven politician and the principals last week encouraged welcomed the rebellion last week .,2,11,singular
the formula that the really cheerful nurse improved challenged the convenient procedure .,2,6,singular
the employee that the uptight principals and the driven directors avoided worshiped the uptight politician .,2,9,singular
the bacon that the really short preschooler and the child happily chewed satisfied the toddler last week .,2,10,singular
the books that the obnoxious student sadly returned spread the information quickly .,2,6,plural
the parents that the cheerful toddler hugged lost the photograph .,2,5,plural
my cousin that my colleagues and my colleagues happily married cut the quite green shirt sadly .,2,8,singular
my short colleague that my partner and my cousins last week fancied inhaled the fragrance .,3,9,singular
the bacon that the child and the toddlers happily licked satisfied the quite timid preschooler last week .,2,8,singular
my witty cousin that my partner and my obnoxious colleagues last week fancied burned the majestic photograph .,3,10,singular
the procedure that the physician taught fixed the disastrous flaw quickly .,2,4,singular
the politician that the extremely nervous team and the gathering last month worshiped supported the famous rebellion .,2,11,singular
my partner that my colleague married filled the jar last week .,2,4,singular
the guardian that the preschoolers hit covered the rather yellow jar .,2,4,singular
the rather outrageous policy that the clerk suggested stopped the rebellion .,4,4,singular
the guardian that the cheerful child and the preschooler hugged sorted the really shiny coin efficiently .,2,8,singular
the interesting information that the driven nurses conveyed misled the driven team last week .,3,5,singular
my partner that my chubby cousin and my colleagues fancied spilled the juice .,2,8,singular
the guardian that the preschoolers last month ignored refused the potato .,2,6,singular
my really uptight colleague that my quite cheerful cousins married folded the rather green shirt .,4,6,singular
the libraries that my cousin sadly approached installed the equipment quickly .,2,5,plural
the really young guardian that the timid toddler and the chubby child happily hugged closed the yellow door happily .,4,10,singular
my quite uptight cousins that my timid colleague happily married accepted the offer last month .,4,6,plural
the parents that the cheerful preschooler hugged confiscated the extremely shiny coin last month .,2,5,plural
the procedures that the timid researcher and the scientist taught fixed the flaw .,2,8,plural
the employee that the rather uptight politician met endorsed the outrageous rebellion .,2,6,singular
the short parents that the witty toddler and the rather young preschooler last week ignored opened the door happily .,3,12,plural
the book that the quite timid assistant and the extremely driven secretaries sold spread the message .,2,11,singular
the extremely famous principles that the scary researcher reused fixed the flaw promptly .,4,5,plural
the rebellion that the driven director watched misled the timid team .,2,5,singular
the majestic novel that my really witty cousins and my cheerful cousins last week bought helped the revolution .,3,12,singular
my cousin that my timid partner fancied googled the book promptly .,2,5,singular
the toddler that the child and the preschooler happily accompanied captured the giraffe quickly .,2,8,singular
the famous rebellion that the driven politician and the principal last month helped shaped the budget last month .,3,10,singular
the quite nervous guardian that the short toddlers last week ignored framed the photograph happily .,4,7,singular
the museum that my uptight cousin happily approached displayed the majestic novel .,2,6,singular
the disastrous gas that the timid child and the cheerful toddler happily smelled polluted the region .,3,10,singular
the talented principal that the timid employees betrayed destroyed the movement quickly .,3,5,singular
the convenient equation that the nervous scientists and the researcher wearily introduced challenged the principle .,3,9,singular
the rather interesting letter that the principals wearily avoided encouraged the gathering last month .,4,5,singular
the gas that the toddler and the quite young children wearily inhaled harmed the startled giraffe .,2,10,singular
the bottle that the nervous parent covered satisfied my cousin last week .,2,5,singular
the guardian that the cheerful preschoolers hugged sorted the coin .,2,5,singular
the really scandalous truth that the physician discovered shaped the quite interesting budget .,4,4,singular
the preschooler that my colleagues and my young partner accompanied valued the shiny coin last week .,2,8,singular
the gas that the preschooler happily smelled killed the quite startled giraffe last month .,2,5,singular
my quite nervous colleague that my extremely cheerful partner fancied accepted the interesting offer .,4,6,singular
the quite nervous guardians that the extremely chubby toddler and the child hit painted the door gloomily .,4,9,plural
my partner that my cousin fancied deleted the extremely famous book gloomily .,2,4,singular
the scandalous policy that the secretaries gloomily suggested stopped the scandalous movement .,3,5,singular
the rather nervous child that the students last week envied grabbed the butterfly .,4,6,singular
my colleagues that my rather obnoxious partner last week fancied cut the shirt .,2,8,plural
the rather short parent that the rather cheerful children last month ignored framed the majestic photograph happily .,4,8,singular
the famous formulae that the rather cheerful nurse and the researchers efficiently invented challenged the principle last week .,3,10,plural
the achievement that the director celebrated destroyed the famous movement quickly .,2,4,singular
the revolution that the talented director quickly lead shaped the really interesting budget last week .,2,6,singular
the young guardians that the child ignored confiscated the quite shiny coin .,3,4,plural
the policy that the secretary suggested supported the rebellion .,2,4,singular
the rather majestic novels that my cheerful partner and my rather nervous colleagues bought helped the rebellion last week .,4,10,plural
the obnoxious principals that the rather talented employee obeyed presented the budget .,3,6,plural
the team that the quite outrageous strategy misled celebrated the accomplishment happily .,2,6,singular
the formulae that the rather cheerful researcher last month recognized challenged the principle .,2,8,plural
my rather cheerful colleague that my cheerful partners and my uptight cousin wearily married planned the famous rebellion .,4,10,singular
the principal that the startled team happily obeyed warned the rebellion last week .,2,6,singular
the chubby guardian that the quite witty children hit framed the gorgeous photograph .,3,6,singular
the really scandalous strategies that the quite competent assistant and the secretary suggested supported the really fierce rebellion .,4,9,plural
my rather witty colleagues that my partner fancied painted the green door .,4,4,plural
the gathering that the really obnoxious principal met endorsed the rebellion happily .,2,6,singular
the really chubby parent that the preschoolers hugged refused the potato .,4,4,singular
the witty guardians that the cheerful toddler hugged hung the green shirt last month .,3,5,plural
the famous principle that the physician studied fixed the flaw efficiently .,3,4,singular
the rather disastrous fragrance that the waitress and the timid chef inhaled killed the giraffe .,4,8,singular
the employee that the scandalous policies and the scandalous policy last week misled endorsed the famous rebellion .,2,11,singular
the disastrous gas that the rather nervous children smelled harmed the giraffe .,3,6,singular
the convenient procedures that the quite cheerful nurse last week challenged improved the famous equation happily .,3,8,plural
the library that my cousin approached installed the equipment efficiently .,2,4,singular
the dessert that my obnoxious colleagues wanted satisfied the preschooler .,2,5,singular
the toddlers that the witty student and the teenagers envied kicked the butterfly sadly .,2,8,plural
my chubby colleague that my partners last month fancied burned the photograph .,3,6,singular
the quite interesting phones that the really driven secretary answered encouraged the gathering last week .,4,6,plural
the fumes that the cheerful guardian and the nervous parents inhaled polluted the region .,2,9,singular
the rebellion that the obnoxious principal and the director wearily warned shaped the interesting budget .,2,9,singular
my quite timid partner that my timid colleague happily married lost the photograph last month .,4,6,singular
the gathering that the director last week encouraged welcomed the truth last week .,2,6,singular
the equation that the scientist reviewed challenged the convenient principle last week .,2,4,singular
the really scary rebellion that the principal last week observed shaped the interesting budget last week .,4,6,singular
the director that the gathering betrayed helped the movement .,2,4,singular
the outrageous policy that the secretary and the clerk suggested stopped the famous movement promptly .,3,7,singular
the fragrance that the extremely timid child last month inhaled harmed the giraffe last month .,2,8,singular
the sculpture that the teenagers enjoyed helped the fierce movement last week .,2,4,singular
the fumes that the preschooler happily smelled killed the startled giraffe last week .,2,5,singular
the gathering that the quite uptight directors met obeyed the talented principal happily .,2,6,singular
the uptight politicians that the secretary phoned joined the rather famous movement sadly .,3,4,plural
the driven principals that the nervous team sadly obeyed destroyed the movement quickly .,3,6,plural
the disastrous device that the gorgeous libraries and the museum quickly installed polluted the majestic region .,3,9,singular
the team that the outrageous revolution misled celebrated the accomplishment .,2,5,singular
the sculpture that the witty actor last week enjoyed helped the outrageous movement .,2,7,singular
the preschooler that the timid students last week envied sorted the coin .,2,7,singular
the convenient equation that the extremely fierce physician studied challenged the rather famous principle .,3,6,singular
my uptight colleague that the clerk happily phoned wanted the cake .,3,5,singular
the outrageous movement that the actor and the uptight teenagers planned shaped the really interesting budget .,3,8,singular
the principal that the rather startled team sadly obeyed presented the rather interesting budget happily .,2,7,singular
the uptight politician that the driven team last week betrayed observed the extremely famous revolution last month .,3,7,singular
the equation that the physicians efficiently solved challenged the convenient principle .,2,5,singular
the disastrous fumes that the parent gloomily inhaled harmed the giraffe .,3,5,singular
the extremely majestic sculpture that the actor discussed misled the gathering last week .,4,4,singular
the parent that the rather witty children last month ignored confiscated the shiny coin .,2,8,singular
the witty guardian that the extremely timid preschoolers hugged refused the really rich potato .,3,6,singular
my cousin that my colleagues and my partner fancied bought the shirt .,2,7,singular
the unanticipated achievement that the politician happily celebrated destroyed the revolution quickly .,3,5,singular
the young parent that the toddlers and the witty toddler hit hung the rather yellow shirt .,3,8,singular
my partner that the driven assistant phoned lost the photograph .,2,5,singular
the really famous library that my extremely cheerful colleague and my cousins sadly approached displayed the sculpture .,4,10,singular
the procedure that the rather cheerful physician studied improved the convenient equation .,2,6,singular
the disastrous fragrance that the parent inhaled killed the giraffe quickly .,3,4,singular
my nervous cousin that my uptight colleague last month fancied approached the famous city quickly .,3,7,singular
the really startled team that the rather competent director and the politicians encouraged welcomed the really fierce revolution last week .,4,9,singular
the majestic novel that the children and the preschooler created helped the fierce revolution .,3,7,singular
the quite scandalous secret that the cheerful researcher discovered shaped the budget .,4,5,singular
the principle that the scary physicians invented fixed the flaw .,2,5,singular
the victory that the obnoxious politician and the driven principals celebrated destroyed the famous revolution quickly .,2,9,singular
the faulty device that the museums efficiently installed polluted the majestic region .,3,5,singular
the rebellion that the outrageous policies and the scandalous strategies quickly stopped misled the team last week .,2,10,singular
the preschooler that the children last week accompanied folded the really yellow shirt efficiently .,2,6,singular
the bacon that the extremely competent chefs sampled satisfied the young toddler .,2,6,singular
the short toddlers that my cousin and my partners accompanied valued the shiny coin .,3,7,plural
the guardian that the toddler hugged confiscated the coin last month .,2,4,singular
the extremely timid guardian that the child happily hugged closed the door happily .,4,5,singular
the principle that the timid scientist last month challenged fixed the flaw quickly .,2,7,singular
the convenient principle that the rather cheerful researchers taught improved the equation efficiently .,3,6,singular
the rather young guardian that the toddler last month hit lost the photograph last week .,4,6,singular
the cheerful parents that the preschooler and the children last week ignored closed the door .,3,9,plural
the unanticipated achievement that the rather gorgeous country last week celebrated destroyed the extremely fierce revolution quickly .,3,8,singular
the really famous revolution that my rather nervous partner and my short colleagues planned shaped the budget .,4,10,singular
the child that the actors and the actor last week envied created the gorgeous sculpture .,2,9,singular
the politicians that the really nervous gathering obeyed presented the budget .,2,6,plural
the convenient procedures that the quite fierce nurse invented improved the equation happily .,3,6,plural
the nervous employee that the competent directors and the obnoxious principal last week avoided celebrated the victory .,3,11,singular
my colleague that my cousin last month married spilled the juice .,2,6,singular
the guardians that the quite chubby preschooler last month hit painted the door happily .,2,8,plural
the gorgeous sculptures that the chubby toddler created helped the movement last month .,3,5,plural
the parent that the preschooler and the child hugged confiscated the really shiny coin last week .,2,7,singular
the parent that the toddlers and the quite witty children last week hit framed the photograph happily .,2,11,singular
the victory that the talented politician celebrated destroyed the movement quickly .,2,5,singular
the letter that the talented secretaries answered encouraged the employee .,2,5,singular
the parent that the timid toddlers last week ignored opened the door happily .,2,7,singular
the timid guardian that the quite timid toddlers ignored covered the green cup .,3,6,singular
the team that the politician last month avoided welcomed the scandalous truth last month .,2,6,singular
the extremely scandalous policy that the nervous secretaries and the rather driven secretaries happily suggested stopped the extremely outrageous movement promptly .,4,11,singular
the timid gathering that the politician encouraged celebrated the victory .,3,4,singular
my obnoxious cousin that the rather chubby parent accompanied burned the gorgeous photograph wearily .,3,6,singular
the fragrance that the nervous parent and the nervous guardian last week inhaled polluted the majestic region quickly .,2,11,singular
my colleague that my short cousin last month fancied accepted the offer happily .,2,7,singular
the guardian that the preschooler last month hit folded the yellow shirt .,2,6,singular
the books that the really cheerful actor sadly returned spread the outrageous message .,2,7,plural
the rather convenient equations that the extremely driven researcher and the rather nervous nurses invented challenged the convenient procedure last week .,4,11,plural
the really outrageous book that the secretaries returned spread the message quickly .,4,4,singular
the equation that the rather fierce nurses and the scientists improved challenged the procedure last week .,2,9,singular
the movement that the principal last month observed shaped the budget last month .,2,6,singular
the principle that the really scary nurses taught fixed the flaw .,2,6,singular
the fierce movement that the extremely uptight directors quickly lead misled the nervous team last month .,3,7,singular
the chubby preschoolers that the actor and the teenagers envied spilled the clear juice .,3,7,plural
the talented team that the rather uptight principal met welcomed the extremely famous movement last month .,3,6,singular
the rather witty parent that the quite timid child last month ignored closed the quite yellow door sadly .,4,8,singular
the soda that the children wasted satisfied the rather chubby preschooler last week .,2,4,singular
the timid guardians that the toddler and the timid child happily hugged confiscated the shiny coin last month .,3,9,plural
my colleague that the extremely timid clerk phoned approached the city happily .,2,6,singular
the procedure that the timid scientist and the timid researchers reused fixed the really disastrous flaw .,2,9,singular
the nervous guardian that the nervous preschoolers hugged discovered the extremely outrageous truth efficiently .,3,5,singular
the rather convenient equation that the quite scary nurses sadly received challenged the convenient procedure .,4,7,singular
the rather disastrous gas that the toddler and the preschooler smelled harmed the giraffe .,4,7,singular
the child that my partners and my cousins last month accompanied stored the shiny coin .,2,9,singular
the driven team that the director last week encouraged worshiped the rather driven politician .,3,6,singular
my colleagues that my partner and my quite timid cousin last week fancied planned the famous movement happily .,2,11,plural
the secret that the parent last month discovered shaped the interesting budget .,2,6,singular
the majestic novels that the teenager last month enjoyed misled the employee last month .,3,6,plural
the equipment that the gorgeous library installed polluted the majestic region last week .,2,5,singular
the short guardians that the parent accompanied lost the quite gorgeous photograph last week .,3,4,plural
the nervous parents that the child hugged filled the cup .,3,4,plural
the guardian that the timid child and the witty preschooler hugged painted the really green door .,2,9,singular
the unanticipated victories that the employee last month celebrated destroyed the movement quickly .,3,6,plural
the principles that the extremely scary nurse introduced fixed the flaw .,2,6,plural
my colleague that my really cheerful cousins and my short partners last week fancied cut the shirt efficiently .,2,12,singular
the parent that my partners accompanied confiscated the shiny coin .,2,4,singular
