sentence, rc_startpos, rc_length, subj_num
the policy the extremely nervous secretary suggested by the artist stopped the movement .,2,8,singular
my really witty partner the timid clerks last month phoned by themselves googled the article .,4,8,singular
the syrup the preschoolers wasted by the river satisfied my cousin .,2,6,singular
the extremely outrageous rebellion the directors last week helped by the artist shaped the budget last week .,4,8,singular
my partners my cousin fancied by the river rolled the shirt .,2,6,plural
the really cheerful parents the preschooler and the toddlers last month ignored by the river covered the shiny cup .,4,11,plural
the child the guardian accompanied by himself stored the coin happily .,2,5,singular
the famous procedures the physician last month misused by the end of the day improved the equation .,3,11,plural
the disastrous device the famous library and the rather gorgeous museum efficiently installed by the river polluted the quite gorgeous region quickly .,3,13,singular
the really witty toddlers the student and the nervous teenager last month envied by the river found the coin .,4,12,plural
the politicians the quite timid gathering and the quite nervous team worshiped by the end of the day proposed the interesting budget .,2,16,plural
the convenient formula the nurse recognized by himself challenged the procedure .,3,5,singular
the driven principal the employees worshiped by the end of the day watched the revolution .,3,9,singular
the team the driven principal avoided by the artist worshiped the politician .,2,7,singular
the cheerful toddler the witty teenager and the actors last month envied by the river valued the coin .,3,12,singular
the chubby guardians the quite chubby child last week accompanied by himself sorted the shiny coin efficiently .,3,9,plural
the preschooler my rather uptight colleague accompanied by himself kicked the butterfly wearily .,2,7,singular
the museums my colleague wearily approached by the river installed the faulty equipment quickly .,2,7,plural
my cousins my obnoxious colleague fancied by the river bought the shirt .,2,7,plural
the quite uptight politician the team obeyed by the end of the day sanctioned the really interesting budget happily .,4,9,singular
the guardian the toddler and the preschoolers hit by the river discovered the scandalous truth last month .,2,9,singular
the famous articles the assistant shared by the artist spread the information quickly .,3,6,plural
the potatoes the nervous toddler licked by himself satisfied the short preschooler last month .,2,6,plural
the novel the cheerful toddlers happily colored by themselves helped the revolution last week .,2,7,singular
my young partner my nervous cousin happily married by the river deleted the book quickly .,3,8,singular
the fragrance the timid toddler and the timid children happily smelled by the river polluted the majestic region quickly .,2,12,singular
the movement the director and the driven politicians quickly destroyed day by day shaped the budget .,2,11,singular
my nervous colleague my cousins fancied by the river painted the door .,3,6,singular
the toddler the actor and the obnoxious teenager envied by the river spilled the clear juice last week .,2,10,singular
the toddler the student and the cheerful teenagers last week envied by the river wasted the extremely clear juice .,2,12,singular
the principal the timid assistant phoned by himself joined the revolution .,2,6,singular
the juice the child and the chubby preschooler last week spilled by the river satisfied the quite timid toddler last month .,2,12,singular
the extremely competent principal the team and the extremely competent employee last week betrayed by mistake helped the quite outrageous revolution .,4,12,singular
the convenient principle the scientists and the physicians last month challenged by themselves fixed the flaw .,3,10,singular
the famous principle the researcher and the timid nurse reused by the end of the day fixed the flaw .,3,13,singular
the really majestic novel the toddler colored little by little helped the outrageous revolution last month .,4,6,singular
the rather famous revolution the director and the principals warned by the river shaped the budget .,4,9,singular
the famous principle the physician reused by the end of the day fixed the flaw .,3,9,singular
my quite witty colleague my obnoxious cousins and my cousins married by the end of the day googled the really outrageous book promptly .,4,13,singular
the victories the driven politician and the obnoxious directors last week celebrated by the river helped the rebellion last month .,2,13,plural
the convenient principle the nervous physicians invented by themselves improved the really famous equation .,3,6,singular
the team the director last month encouraged little by little obeyed the uptight politician .,2,8,singular
the guardians the really nervous preschooler and the extremely witty toddler hit by himself folded the green shirt .,2,12,plural
my really obnoxious partners my obnoxious colleague married by the end of the day hung the extremely green shirt .,4,10,plural
the principle the competent physician efficiently invented by himself fixed the flaw .,2,7,singular
the rather gorgeous sculptures my cheerful colleague happily bought by himself misled the timid employee last month .,4,7,plural
the rather disastrous gas the toddlers smelled by the river killed the giraffe .,4,6,singular
my colleague my nervous cousin last week fancied by the river wanted the dessert last week .,2,9,singular
my obnoxious cousins the really timid preschooler and the child accompanied by himself accepted the offer happily .,3,10,plural
the cheerful guardian the quite short children and the witty child happily hugged by the river sorted the shiny coin happily .,3,13,singular
the preschooler the rather witty actor envied by the river saved the rather startled cat .,2,8,singular
the chubby toddler the timid teenager envied by the river grabbed the butterfly .,3,7,singular
the rather disastrous fragrance the quite young toddler happily smelled by the river polluted the rather majestic region quickly .,4,9,singular
the witty guardian the toddlers last month hit by themselves refused the really rich dessert gloomily .,3,7,singular
the parent the toddler hit by the river covered the green cup .,2,6,singular
the book my colleague and my cousin deleted by the artist spread the information .,2,9,singular
my partner my colleague married by the end of the day bought the sculpture .,2,9,singular
the employee the really scandalous policy and the extremely outrageous strategy last month misled by the river endorsed the rebellion .,2,15,singular
the child the actor last week envied by the river created the majestic sculpture happily .,2,8,singular
the fragrance the parents and the guardian gloomily inhaled by mistake harmed the giraffe .,2,9,singular
the principle the really competent nurses misused by mistake improved the really famous equation efficiently .,2,7,singular
the famous principle the nurse reviewed by himself improved the equation .,3,5,singular
the rather outrageous papers the actor and the obnoxious teenager exchanged by the river spread the outrageous information .,4,10,plural
the famous museum my chubby partner approached by himself installed the extremely faulty equipment efficiently .,3,6,singular
the formula the scientists and the nurses recognized by themselves challenged the procedure .,2,8,singular
the movement the extremely driven principals helped by the artist shaped the rather interesting budget .,2,8,singular
the guardians the timid child and the cheerful preschooler hit by himself filled the cup .,2,10,plural
the unanticipated achievement the driven gathering and the team last week celebrated by the river destroyed the scandalous rebellion .,3,12,singular
the chubby toddler my uptight cousin accompanied by himself created the sculpture .,3,6,singular
the novels the actor and the timid teenager last week enjoyed by the river misled the team .,2,12,plural
the fierce revolution the extremely uptight director stopped by the end of the day shaped the rather interesting budget .,3,11,singular
the startled gathering the politician met by the river celebrated the victory .,3,6,singular
my rather cheerful cousin my partner married by the river chewed the potato last month .,4,6,singular
my extremely cheerful cousin my partner fancied by the river burned the photograph gloomily .,4,6,singular
the gathering the politician sadly avoided by the artist worshiped the rather uptight director last month .,2,7,singular
my witty colleague the secretaries last month phoned by themselves joined the rather famous rebellion .,3,7,singular
the cheerful guardian the nervous children hugged by the river framed the photograph sadly .,3,7,singular
the really majestic museum my cousins and my extremely obnoxious partners approached by the river displayed the novel .,4,11,singular
the child the actors envied by the river tied the string .,2,6,singular
the sculpture the nervous teenager last month discussed by the river misled the employee .,2,9,singular
the timid child my rather short partner and my cousins accompanied by himself grabbed the butterfly last month .,3,10,singular
the principle the nurses happily taught by themselves fixed the flaw quickly .,2,6,singular
the guardian the witty toddler last month ignored by the river sorted the rather shiny coin happily .,2,9,singular
the really green bottles my cousin and my quite nervous colleagues efficiently filled by himself satisfied my partner last month .,4,11,plural
the quite disastrous fragrance the waitress and the timid chefs wearily inhaled by mistake harmed the giraffe .,4,10,singular
the formula the scientists received by the end of the day challenged the famous procedure last month .,2,9,singular
my witty cousins my colleague and my partners married by the end of the day lost the majestic photograph .,3,12,plural
the letters the director and the competent principal avoided by the artist encouraged the really timid employee last week .,2,10,plural
the parent the nervous toddler and the nervous preschooler hugged by the river tied the string quickly .,2,11,singular
the really rich fish my partners chewed by the river satisfied my cousin last month .,4,6,singular
the principal the team last week worshiped by the end of the day crushed the rebellion efficiently .,2,11,singular
the children the student and the obnoxious actors envied by the river chewed the potato .,2,10,plural
the timid parent the preschoolers and the toddler hugged by the river discovered the really outrageous truth quickly .,3,9,singular
the team the quite obnoxious directors last week met by the river worshiped the uptight principal .,2,10,singular
my colleague my cousins and my young cousin wearily married by the end of the day accepted the interesting offer happily .,2,14,singular
the nervous guardian the cheerful toddler and the preschooler last month ignored by the river folded the quite yellow shirt happily .,3,12,singular
the toddler the guardians accompanied by themselves captured the giraffe .,2,5,singular
the extremely majestic novel my cousin bought by mistake helped the quite fierce rebellion last week .,4,5,singular
the director the driven secretary and the clerks phoned by the end of the day watched the rebellion last week .,2,13,singular
the convenient principle the rather witty researcher and the rather fierce physician last month reused by the end of the day improved the convenient equation efficiently .,3,18,singular
the team the director happily met by the end of the day endorsed the rebellion .,2,10,singular
the parent the cheerful toddler and the child ignored by the river framed the photograph gloomily .,2,10,singular
the disastrous fragrance the short preschoolers happily smelled by the river killed the giraffe .,3,8,singular
the fragrance the chubby toddler smelled by the river harmed the rather startled giraffe last month .,2,7,singular
the parent the toddler last week hit by the river confiscated the coin last month .,2,8,singular
the gathering the uptight principal happily met by the end of the day betrayed the director last week .,2,11,singular
the soda the toddler last week spilled by mistake satisfied my nervous partner last month .,2,7,singular
my timid cousins my chubby colleague married by the end of the day joined the rather fierce rebellion happily .,3,10,plural
the uptight directors the employee obeyed by the end of the day observed the rather famous rebellion last month .,3,9,plural
the quite cheerful guardian the toddler happily hugged by the river refused the quite tasty potato .,4,7,singular
the gas the rather timid toddler and the timid preschoolers happily smelled by the river polluted the region quickly .,2,13,singular
the famous revolution the uptight principal crushed day by day shaped the budget .,3,7,singular
my chubby cousins my short partner fancied by the river painted the green door .,3,7,plural
the quite famous principle the really timid nurse introduced by himself fixed the flaw .,4,7,singular
my partners my nervous colleague last week fancied by the river bought the yellow shirt .,2,9,plural
the procedures the scientist quickly reused by the end of the day fixed the flaw quickly .,2,10,plural
the team the rather driven politician and the principals last week encouraged little by little welcomed the rebellion last week .,2,13,singular
the formula the really cheerful nurse improved by himself challenged the convenient procedure .,2,7,singular
the employee the uptight principals and the driven directors avoided by the artist worshiped the uptight politician .,2,11,singular
the bacon the really short preschooler and the child happily chewed by the river satisfied the toddler last week .,2,12,singular
the books the obnoxious student sadly returned by the end of the day spread the information quickly .,2,11,plural
the parents the cheerful toddler hugged by the river lost the photograph .,2,7,plural
my cousin my colleagues and my colleagues happily married by the river cut the quite green shirt sadly .,2,10,singular
my short colleague my partner and my cousins last week fancied by the river inhaled the fragrance .,3,11,singular
the bacon the child and the toddlers happily licked by himself satisfied the quite timid preschooler last week .,2,9,singular
my witty cousin my partner and my obnoxious colleagues last week fancied by the river burned the majestic photograph .,3,12,singular
the procedure the physician taught by himself fixed the disastrous flaw quickly .,2,5,singular
the politician the extremely nervous team and the gathering last month worshiped by the end of the day supported the famous rebellion .,2,16,singular
my partner my colleague married by the river filled the jar last week .,2,6,singular
the guardian the preschoolers hit by themselves covered the rather yellow jar .,2,5,singular
the rather outrageous policy the clerk suggested by the river stopped the rebellion .,4,6,singular
the guardian the cheerful child and the preschooler hugged by the river sorted the really shiny coin efficiently .,2,10,singular
the interesting information the driven nurses conveyed by themselves misled the driven team last week .,3,6,singular
my partner my chubby cousin and my colleagues fancied by the river spilled the juice .,2,10,singular
the guardian the preschoolers last month ignored by the river refused the potato .,2,8,singular
my really uptight colleague my quite cheerful cousins married by the end of the day folded the rather green shirt .,4,11,singular
the libraries my cousin sadly approached by the river installed the equipment quickly .,2,7,plural
the really young guardian the timid toddler and the chubby child happily hugged by the river closed the yellow door happily .,4,12,singular
my quite uptight cousins my timid colleague happily married by the end of the day accepted the offer last month .,4,11,plural
the parents the cheerful preschooler hugged by the river confiscated the extremely shiny coin last month .,2,7,plural
the procedures the timid researcher and the scientist taught by himself fixed the flaw .,2,9,plural
the employee the rather uptight politician met by the end of the day endorsed the outrageous rebellion .,2,11,singular
the short parents the witty toddler and the rather young preschooler last week ignored by the river opened the door happily .,3,14,plural
the book the quite timid assistant and the extremely driven secretaries sold by the river spread the message .,2,13,singular
the extremely famous principles the scary researcher reused by the end of the day fixed the flaw promptly .,4,10,plural
the rebellion the driven director watched by the artist misled the timid team .,2,7,singular
the majestic novel my really witty cousins and my cheerful cousins last week bought by mistake helped the revolution .,3,13,singular
my cousin my timid partner fancied by the river googled the book promptly .,2,7,singular
the toddler the child and the preschooler happily accompanied by himself captured the giraffe quickly .,2,9,singular
the famous rebellion the driven politician and the principal last month helped by the artist shaped the budget last month .,3,12,singular
the quite nervous guardian the short toddlers last week ignored by the river framed the photograph happily .,4,9,singular
the museum my uptight cousin happily approached by the river displayed the majestic novel .,2,8,singular
the disastrous gas the timid child and the cheerful toddler happily smelled by the river polluted the region .,3,12,singular
the talented principal the timid employees betrayed by the end of the day destroyed the movement quickly .,3,10,singular
the convenient equation the nervous scientists and the researcher wearily introduced by themselves challenged the principle .,3,10,singular
the rather interesting letter the principals wearily avoided by the artist encouraged the gathering last month .,4,7,singular
the gas the toddler and the quite young children wearily inhaled by mistake harmed the startled giraffe .,2,11,singular
the bottle the nervous parent covered by the river satisfied my cousin last week .,2,7,singular
the guardian the cheerful preschoolers hugged by the river sorted the coin .,2,7,singular
the really scandalous truth the physician discovered by himself shaped the quite interesting budget .,4,5,singular
the preschooler my colleagues and my young partner accompanied by themselves valued the shiny coin last week .,2,9,singular
the gas the preschooler happily smelled by the river killed the quite startled giraffe last month .,2,7,singular
my quite nervous colleague my extremely cheerful partner fancied by the river accepted the interesting offer .,4,8,singular
the quite nervous guardians the extremely chubby toddler and the child hit by the river painted the door gloomily .,4,11,plural
my partner my cousin fancied by the river deleted the extremely famous book gloomily .,2,6,singular
the scandalous policy the secretaries gloomily suggested by the river stopped the scandalous movement .,3,7,singular
the rather nervous child the students last week envied by the river grabbed the butterfly .,4,8,singular
my colleagues my rather obnoxious partner last week fancied by the river cut the shirt .,2,10,plural
the rather short parent the rather cheerful children last month ignored by the river framed the majestic photograph happily .,4,10,singular
the famous formulae the rather cheerful nurse and the researchers efficiently invented by the end of the day challenged the principle last week .,3,15,plural
the achievement the director celebrated by the river destroyed the famous movement quickly .,2,6,singular
the revolution the talented director quickly lead by himself shaped the really interesting budget last week .,2,7,singular
the young guardians the child ignored by the river confiscated the quite shiny coin .,3,6,plural
the policy the secretary suggested by the river supported the rebellion .,2,6,singular
the rather majestic novels my cheerful partner and my rather nervous colleagues bought by himself helped the rebellion last week .,4,11,plural
the obnoxious principals the rather talented employee obeyed by the end of the day presented the budget .,3,11,plural
the team the quite outrageous strategy misled by the river celebrated the accomplishment happily .,2,8,singular
the formulae the rather cheerful researcher last month recognized by himself challenged the principle .,2,9,plural
my rather cheerful colleague my cheerful partners and my uptight cousin wearily married by the river planned the famous rebellion .,4,12,singular
the principal the startled team happily obeyed by the end of the day warned the rebellion last week .,2,11,singular
the chubby guardian the quite witty children hit by the river framed the gorgeous photograph .,3,8,singular
the really scandalous strategies the quite competent assistant and the secretary suggested by the artist supported the really fierce rebellion .,4,11,plural
my rather witty colleagues my partner fancied by the river painted the green door .,4,6,plural
the gathering the really obnoxious principal met by the end of the day endorsed the rebellion happily .,2,11,singular
the really chubby parent the preschoolers hugged by the river refused the potato .,4,6,singular
the witty guardians the cheerful toddler hugged by the river hung the green shirt last month .,3,7,plural
the famous principle the physician studied by the end of the day fixed the flaw efficiently .,3,9,singular
the rather disastrous fragrance the waitress and the timid chef inhaled by mistake killed the giraffe .,4,9,singular
the employee the scandalous policies and the scandalous policy last week misled by the river endorsed the famous rebellion .,2,13,singular
the disastrous gas the rather nervous children smelled by the river harmed the giraffe .,3,8,singular
the convenient procedures the quite cheerful nurse last week challenged by himself improved the famous equation happily .,3,9,plural
the library my cousin approached by the river installed the equipment efficiently .,2,6,singular
the dessert my obnoxious colleagues wanted by the river satisfied the preschooler .,2,7,singular
the toddlers the witty student and the teenagers envied by the river kicked the butterfly sadly .,2,10,plural
my chubby colleague my partners last month fancied by the river burned the photograph .,3,8,singular
the quite interesting phones the really driven secretary answered by mistake encouraged the gathering last week .,4,7,plural
the fumes the cheerful guardian and the nervous parents inhaled by the river polluted the region .,2,11,singular
the rebellion the obnoxious principal and the director wearily warned by email shaped the interesting budget .,2,10,singular
my quite timid partner my timid colleague happily married by the river lost the photograph last month .,4,8,singular
the gathering the director last week encouraged little by little welcomed the truth last week .,2,8,singular
the equation the scientist reviewed by himself challenged the convenient principle last week .,2,5,singular
the really scary rebellion the principal last week observed by the river shaped the interesting budget last week .,4,8,singular
the director the gathering betrayed by mistake helped the movement .,2,5,singular
the outrageous policy the secretary and the clerk suggested by the artist stopped the famous movement promptly .,3,9,singular
the fragrance the extremely timid child last month inhaled by mistake harmed the giraffe last month .,2,9,singular
the sculpture the teenagers enjoyed by the river helped the fierce movement last week .,2,6,singular
the fumes the preschooler happily smelled by the river killed the startled giraffe last week .,2,7,singular
the gathering the quite uptight directors met by the end of the day obeyed the talented principal happily .,2,11,singular
the uptight politicians the secretary phoned by himself joined the rather famous movement sadly .,3,5,plural
the driven principals the nervous team sadly obeyed by the end of the day destroyed the movement quickly .,3,11,plural
the disastrous device the gorgeous libraries and the museum quickly installed by the end of the day polluted the majestic region .,3,14,singular
the team the outrageous revolution misled by the river celebrated the accomplishment .,2,7,singular
the sculpture the witty actor last week enjoyed by the artist helped the outrageous movement .,2,9,singular
the preschooler the timid students last week envied by the river sorted the coin .,2,9,singular
the convenient equation the extremely fierce physician studied by himself challenged the rather famous principle .,3,7,singular
my uptight colleague the clerk happily phoned by himself wanted the cake .,3,6,singular
the outrageous movement the actor and the uptight teenagers planned by the river shaped the really interesting budget .,3,10,singular
the principal the rather startled team sadly obeyed by the end of the day presented the rather interesting budget happily .,2,12,singular
the uptight politician the driven team last week betrayed by mistake observed the extremely famous revolution last month .,3,8,singular
the equation the physicians efficiently solved by themselves challenged the convenient principle .,2,6,singular
the disastrous fumes the parent gloomily inhaled by mistake harmed the giraffe .,3,6,singular
the extremely majestic sculpture the actor discussed by the artist misled the gathering last week .,4,6,singular
the parent the rather witty children last month ignored by the river confiscated the shiny coin .,2,10,singular
the witty guardian the extremely timid preschoolers hugged by the river refused the really rich potato .,3,8,singular
my cousin my colleagues and my partner fancied by the river bought the shirt .,2,9,singular
the unanticipated achievement the politician happily celebrated by the river destroyed the revolution quickly .,3,7,singular
the young parent the toddlers and the witty toddler hit by themselves hung the rather yellow shirt .,3,9,singular
my partner the driven assistant phoned by the end of the day lost the photograph .,2,10,singular
the really famous library my extremely cheerful colleague and my cousins sadly approached by himself displayed the sculpture .,4,11,singular
the procedure the rather cheerful physician studied by the end of the day improved the convenient equation .,2,11,singular
the disastrous fragrance the parent inhaled by the river killed the giraffe quickly .,3,6,singular
my nervous cousin my uptight colleague last month fancied by the river approached the famous city quickly .,3,9,singular
the really startled team the rather competent director and the politicians encouraged little by little welcomed the really fierce revolution last week .,4,11,singular
the majestic novel the children and the preschooler created by the river helped the fierce revolution .,3,9,singular
the quite scandalous secret the cheerful researcher discovered by himself shaped the budget .,4,6,singular
the principle the scary physicians invented by themselves fixed the flaw .,2,6,singular
the victory the obnoxious politician and the driven principals celebrated by the river destroyed the famous revolution quickly .,2,11,singular
the faulty device the museums efficiently installed by the end of the day polluted the majestic region .,3,10,singular
the rebellion the outrageous policies and the scandalous strategies quickly stopped by the end of the day misled the team last week .,2,15,singular
the preschooler the children last week accompanied by themselves folded the really yellow shirt efficiently .,2,7,singular
the bacon the extremely competent chefs sampled by themselves satisfied the young toddler .,2,7,singular
the short toddlers my cousin and my partners accompanied by himself valued the shiny coin .,3,8,plural
the guardian the toddler hugged by the river confiscated the coin last month .,2,6,singular
the extremely timid guardian the child happily hugged by the river closed the door happily .,4,7,singular
the principle the timid scientist last month challenged by himself fixed the flaw quickly .,2,8,singular
the convenient principle the rather cheerful researchers taught by themselves improved the equation efficiently .,3,7,singular
the rather young guardian the toddler last month hit by himself lost the photograph last week .,4,7,singular
the cheerful parents the preschooler and the children last week ignored by the river closed the door .,3,11,plural
the unanticipated achievement the rather gorgeous country last week celebrated by the river destroyed the extremely fierce revolution quickly .,3,10,singular
the really famous revolution my rather nervous partner and my short colleagues planned by the river shaped the budget .,4,12,singular
the child the actors and the actor last week envied by the river created the gorgeous sculpture .,2,11,singular
the politicians the really nervous gathering obeyed by the end of the day presented the budget .,2,11,plural
the convenient procedures the quite fierce nurse invented by the end of the day improved the equation happily .,3,11,plural
the nervous employee the competent directors and the obnoxious principal last week avoided by the artist celebrated the victory .,3,13,singular
my colleague my cousin last month married by the end of the day spilled the juice .,2,11,singular
the guardians the quite chubby preschooler last month hit by the river painted the door happily .,2,10,plural
the gorgeous sculptures the chubby toddler created by himself helped the movement last month .,3,6,plural
the parent the preschooler and the child hugged by the river confiscated the really shiny coin last week .,2,9,singular
the parent the toddlers and the quite witty children last week hit by themselves framed the photograph happily .,2,12,singular
the victory the talented politician celebrated by the river destroyed the movement quickly .,2,7,singular
the letter the talented secretaries answered by mistake encouraged the employee .,2,6,singular
the parent the timid toddlers last week ignored by the river opened the door happily .,2,9,singular
the timid guardian the quite timid toddlers ignored by the river covered the green cup .,3,8,singular
the team the politician last month avoided by the artist welcomed the scandalous truth last month .,2,8,singular
the extremely scandalous policy the nervous secretaries and the rather driven secretaries happily suggested by the river stopped the extremely outrageous movement promptly .,4,13,singular
the timid gathering the politician encouraged little by little celebrated the victory .,3,6,singular
my obnoxious cousin the rather chubby parent accompanied by himself burned the gorgeous photograph wearily .,3,7,singular
the fragrance the nervous parent and the nervous guardian last week inhaled by mistake polluted the majestic region quickly .,2,12,singular
my colleague my short cousin last month fancied by the river accepted the offer happily .,2,9,singular
the guardian the preschooler last month hit by the river folded the yellow shirt .,2,8,singular
the books the really cheerful actor sadly returned by himself spread the outrageous message .,2,8,plural
the rather convenient equations the extremely driven researcher and the rather nervous nurses invented by the end of the day challenged the convenient procedure last week .,4,16,plural
the really outrageous book the secretaries returned by the end of the day spread the message quickly .,4,9,singular
