sentence, rc_startpos, rc_length, subj_num
the rather disastrous fragrance last week inhaled that obnoxious colleague and my rather witty cousins and polluted the region .,15,1,singular
the directors worshiped that timid gathering and joined the outrageous revolution happily .,6,1,plural
the disastrous fragrance happily smelled that child and harmed the giraffe .,7,1,singular
the rebellion happily endorsed that gorgeous country and shaped the budget last week .,7,1,singular
the novel gloomily colored that really short preschooler and the nervous toddlers and misled the startled employee last month .,12,1,singular
my obnoxious partner sadly married that cousin and my quite chubby colleague and deleted the rather outrageous book .,12,1,singular
my colleagues fancied that cousin and my colleagues and folded the shirt happily .,8,1,plural
the famous principle gloomily introduced that quite timid scientist and fixed the flaw .,9,1,singular
my witty colleague married my partners and my partner and approached that famous museum happily .,9,1,singular
the guardian ignored that child and sorted the coin efficiently .,5,1,singular
the bottles quickly covered that witty guardian and the chubby parents and satisfied my really short cousin last month .,11,1,plural
my obnoxious cousin wearily accompanied the quite timid parents and planned that movement .,9,1,singular
the rather startled gathering encouraged that obnoxious politician and worshiped the uptight principal .,8,1,singular
the preschooler accompanied my colleagues and my chubby colleagues and valued that extremely yellow butterfly last month .,9,1,singular
the extremely famous book deleted my partners and my cousin and spread that information .,10,1,singular
the fumes happily smelled the toddlers and polluted that really gorgeous region quickly .,6,1,singular
the team happily met the competent principals and endorsed that scandalous movement .,7,1,singular
my cousin last week fancied my really obnoxious partners and rolled that yellow shirt last week .,9,1,singular
the policy suggested that extremely nervous secretary and stopped the movement .,7,1,singular
my really witty partner last month phoned the timid clerks and googled that article .,10,1,singular
the syrup wasted the preschoolers and satisfied that cousin .,5,1,singular
the extremely outrageous rebellion last week helped the directors and shaped that budget last week .,9,1,singular
my partners fancied that cousin and rolled the shirt .,5,1,plural
the really cheerful parents last month ignored that preschooler and the toddlers and covered the shiny cup .,12,1,plural
the child accompanied that guardian and stored the coin happily .,5,1,singular
the famous procedures last month misused that physician and improved the equation .,8,1,plural
the disastrous device efficiently installed that famous library and the rather gorgeous museum and polluted the quite gorgeous region quickly .,13,1,singular
the really witty toddlers last month envied that student and the nervous teenager and found the coin .,13,1,plural
the politicians worshiped that quite timid gathering and the quite nervous team and proposed the interesting budget .,12,1,plural
the convenient formula recognized that nurse and challenged the procedure .,6,1,singular
the driven principal worshiped the employees and watched that revolution .,6,1,singular
the team avoided that driven principal and worshiped the politician .,6,1,singular
the cheerful toddler last month envied that witty teenager and the actors and valued the coin .,12,1,singular
the chubby guardians last week accompanied that quite chubby child and sorted the shiny coin efficiently .,10,1,plural
the preschooler accompanied that rather uptight colleague and kicked the butterfly wearily .,7,1,singular
the museums wearily approached that colleague and installed the faulty equipment quickly .,6,1,plural
my cousins fancied that obnoxious colleague and bought the shirt .,6,1,plural
the quite uptight politician obeyed that team and sanctioned the really interesting budget happily .,7,1,singular
the guardian hit that toddler and the preschoolers and discovered the scandalous truth last month .,8,1,singular
the famous articles shared that assistant and spread the information quickly .,6,1,plural
the potatoes licked that nervous toddler and satisfied the short preschooler last month .,6,1,plural
the novel happily colored the cheerful toddlers and helped that revolution last week .,7,1,singular
my young partner happily married that nervous cousin and deleted the book quickly .,8,1,singular
the fragrance happily smelled that timid toddler and the timid children and polluted the majestic region quickly .,11,1,singular
the movement quickly destroyed that director and the driven politicians and shaped the budget .,10,1,singular
my nervous colleague fancied my cousins and painted that door .,6,1,singular
the toddler envied that actor and the obnoxious teenager and spilled the clear juice last week .,9,1,singular
the toddler last week envied that student and the cheerful teenagers and wasted the extremely clear juice .,11,1,singular
the principal phoned that timid assistant and joined the revolution .,6,1,singular
the juice last week spilled that child and the chubby preschooler and satisfied the quite timid toddler last month .,11,1,singular
the extremely competent principal last week betrayed that team and the extremely competent employee and helped the quite outrageous revolution .,14,1,singular
the convenient principle last month challenged the scientists and the physicians and fixed that flaw .,11,1,singular
the famous principle reused that researcher and the timid nurse and fixed the flaw .,10,1,singular
the really majestic novel colored that toddler and helped the outrageous revolution last month .,7,1,singular
the rather famous revolution warned that director and the principals and shaped the budget .,10,1,singular
the famous principle reused that physician and fixed the flaw .,6,1,singular
my quite witty colleague married my obnoxious cousins and my cousins and googled that really outrageous book promptly .,11,1,singular
the victories last week celebrated that driven politician and the obnoxious directors and helped the rebellion last month .,12,1,plural
the convenient principle invented the nervous physicians and improved that really famous equation .,7,1,singular
the team last month encouraged that director and obeyed the uptight politician .,7,1,singular
the guardians hit that really nervous preschooler and the extremely witty toddler and folded the green shirt .,12,1,plural
my really obnoxious partners married that obnoxious colleague and hung the extremely green shirt .,8,1,plural
the principle efficiently invented that competent physician and fixed the flaw .,7,1,singular
the rather gorgeous sculptures happily bought that cheerful colleague and misled the timid employee last month .,9,1,plural
the rather disastrous gas smelled the toddlers and killed that giraffe .,7,1,singular
my colleague last week fancied that nervous cousin and wanted the dessert last week .,8,1,singular
my obnoxious cousins accompanied that really timid preschooler and the child and accepted the offer happily .,11,1,plural
the cheerful guardian happily hugged the quite short children and the witty child and sorted that shiny coin happily .,13,1,singular
the preschooler envied that rather witty actor and saved the rather startled cat .,7,1,singular
the chubby toddler envied that timid teenager and grabbed the butterfly .,7,1,singular
the rather disastrous fragrance happily smelled that quite young toddler and polluted the rather majestic region quickly .,10,1,singular
the witty guardian last month hit the toddlers and refused that really rich dessert gloomily .,8,1,singular
the parent hit that toddler and covered the green cup .,5,1,singular
the book deleted that colleague and my cousin and spread the information .,8,1,singular
my partner married that colleague and bought the sculpture .,5,1,singular
the employee last month misled that really scandalous policy and the extremely outrageous strategy and endorsed the rebellion .,14,1,singular
the child last week envied that actor and created the majestic sculpture happily .,7,1,singular
the fragrance gloomily inhaled the parents and the guardian and harmed that giraffe .,9,1,singular
the principle misused the really competent nurses and improved that really famous equation efficiently .,7,1,singular
the famous principle reviewed that nurse and improved the equation .,6,1,singular
the rather outrageous papers exchanged that actor and the obnoxious teenager and spread the outrageous information .,11,1,plural
the famous museum approached that chubby partner and installed the extremely faulty equipment efficiently .,7,1,singular
the formula recognized the scientists and the nurses and challenged that procedure .,8,1,singular
the movement helped the extremely driven principals and shaped that rather interesting budget .,7,1,singular
the guardians hit that timid child and the cheerful preschooler and filled the cup .,10,1,plural
the unanticipated achievement last week celebrated that driven gathering and the team and destroyed the scandalous rebellion .,12,1,singular
the chubby toddler accompanied that uptight cousin and created the sculpture .,7,1,singular
the novels last week enjoyed that actor and the timid teenager and misled the team .,11,1,plural
the fierce revolution stopped that extremely uptight director and shaped the rather interesting budget .,8,1,singular
the startled gathering met that politician and celebrated the victory .,6,1,singular
my rather cheerful cousin married that partner and chewed the potato last month .,7,1,singular
my extremely cheerful cousin fancied that partner and burned the photograph gloomily .,7,1,singular
the gathering sadly avoided that politician and worshiped the rather uptight director last month .,6,1,singular
my witty colleague last month phoned the secretaries and joined that rather famous rebellion .,8,1,singular
the cheerful guardian hugged the nervous children and framed that photograph sadly .,7,1,singular
the really majestic museum approached my cousins and my extremely obnoxious partners and displayed that novel .,12,1,singular
the child envied the actors and tied that string .,5,1,singular
the sculpture last month discussed that nervous teenager and misled the employee .,8,1,singular
the timid child accompanied that rather short partner and my cousins and grabbed the butterfly last month .,11,1,singular
the principle happily taught the nurses and fixed that flaw quickly .,6,1,singular
the guardian last month ignored that witty toddler and sorted the rather shiny coin happily .,8,1,singular
the really green bottles efficiently filled that cousin and my quite nervous colleagues and satisfied my partner last month .,13,1,plural
the quite disastrous fragrance wearily inhaled that waitress and the timid chefs and harmed the giraffe .,12,1,singular
the formula received the scientists and challenged that famous procedure last month .,5,1,singular
my witty cousins married that colleague and my partners and lost the majestic photograph .,9,1,plural
the letters avoided that director and the competent principal and encouraged the really timid employee last week .,9,1,plural
the parent hugged that nervous toddler and the nervous preschooler and tied the string quickly .,10,1,singular
the really rich fish chewed my partners and satisfied that cousin last month .,7,1,singular
the principal last week worshiped that team and crushed the rebellion efficiently .,7,1,singular
the children envied that student and the obnoxious actors and chewed the potato .,9,1,plural
the timid parent hugged the preschoolers and the toddler and discovered that really outrageous truth quickly .,9,1,singular
the team last week met the quite obnoxious directors and worshiped that uptight principal .,9,1,singular
my colleague wearily married my cousins and my young cousin and accepted that interesting offer happily .,10,1,singular
the nervous guardian last month ignored that cheerful toddler and the preschooler and folded the quite yellow shirt happily .,12,1,singular
the toddler accompanied the guardians and captured that giraffe .,5,1,singular
the extremely majestic novel bought that cousin and helped the quite fierce rebellion last week .,7,1,singular
the director phoned that driven secretary and the clerks and watched the rebellion last week .,9,1,singular
the convenient principle last month reused that rather witty researcher and the rather fierce physician and improved the convenient equation efficiently .,15,1,singular
the team happily met that director and endorsed the rebellion .,6,1,singular
the parent ignored that cheerful toddler and the child and framed the photograph gloomily .,9,1,singular
the disastrous fragrance happily smelled the short preschoolers and killed that giraffe .,8,1,singular
the fragrance smelled that chubby toddler and harmed the rather startled giraffe last month .,6,1,singular
the parent last week hit that toddler and confiscated the coin last month .,7,1,singular
the gathering happily met that uptight principal and betrayed the director last week .,7,1,singular
the soda last week spilled that toddler and satisfied my nervous partner last month .,7,1,singular
my timid cousins married that chubby colleague and joined the rather fierce rebellion happily .,7,1,plural
the uptight directors obeyed that employee and observed the rather famous rebellion last month .,6,1,plural
the quite cheerful guardian happily hugged that toddler and refused the quite tasty potato .,8,1,singular
the gas happily smelled that rather timid toddler and the timid preschoolers and polluted the region quickly .,12,1,singular
the famous revolution crushed that uptight principal and shaped the budget .,7,1,singular
my chubby cousins fancied that short partner and painted the green door .,7,1,plural
the quite famous principle introduced that really timid nurse and fixed the flaw .,9,1,singular
my partners last week fancied that nervous colleague and bought the yellow shirt .,8,1,plural
the procedures quickly reused that scientist and fixed the flaw quickly .,6,1,plural
the team last week encouraged that rather driven politician and the principals and welcomed the rebellion last week .,12,1,singular
the formula improved that really cheerful nurse and challenged the convenient procedure .,7,1,singular
the employee avoided the uptight principals and the driven directors and worshiped that uptight politician .,10,1,singular
the bacon happily chewed that really short preschooler and the child and satisfied the toddler last week .,11,1,singular
the books sadly returned that obnoxious student and spread the information quickly .,7,1,plural
the parents hugged that cheerful toddler and lost the photograph .,6,1,plural
my cousin happily married my colleagues and my colleagues and cut that quite green shirt sadly .,9,1,singular
my short colleague last week fancied that partner and my cousins and inhaled the fragrance .,11,1,singular
the bacon happily licked that child and the toddlers and satisfied the quite timid preschooler last week .,9,1,singular
my witty cousin last week fancied that partner and my obnoxious colleagues and burned the majestic photograph .,12,1,singular
the procedure taught that physician and fixed the disastrous flaw quickly .,5,1,singular
the politician last month worshiped that extremely nervous team and the gathering and supported the famous rebellion .,12,1,singular
my partner married that colleague and filled the jar last week .,5,1,singular
the guardian hit the preschoolers and covered that rather yellow jar .,5,1,singular
the rather outrageous policy suggested that clerk and stopped the rebellion .,7,1,singular
the guardian hugged that cheerful child and the preschooler and sorted the really shiny coin efficiently .,9,1,singular
the interesting information conveyed the driven nurses and misled that driven team last week .,7,1,singular
my partner fancied that chubby cousin and my colleagues and spilled the juice .,9,1,singular
the guardian last month ignored the preschoolers and refused that potato .,7,1,singular
my really uptight colleague married my quite cheerful cousins and folded that rather green shirt .,9,1,singular
the libraries sadly approached that cousin and installed the equipment quickly .,6,1,plural
the really young guardian happily hugged that timid toddler and the chubby child and closed the yellow door happily .,13,1,singular
my quite uptight cousins happily married that timid colleague and accepted the offer last month .,9,1,plural
the parents hugged that cheerful preschooler and confiscated the extremely shiny coin last month .,6,1,plural
the procedures taught that timid researcher and the scientist and fixed the flaw .,9,1,plural
the employee met that rather uptight politician and endorsed the outrageous rebellion .,7,1,singular
the short parents last week ignored that witty toddler and the rather young preschooler and opened the door happily .,14,1,plural
the book sold that quite timid assistant and the extremely driven secretaries and spread the message .,12,1,singular
the extremely famous principles reused that scary researcher and fixed the flaw promptly .,8,1,plural
the rebellion watched that driven director and misled the timid team .,6,1,singular
the majestic novel last week bought my really witty cousins and my cheerful cousins and helped that revolution .,14,1,singular
my cousin fancied that timid partner and googled the book promptly .,6,1,singular
the toddler happily accompanied that child and the preschooler and captured the giraffe quickly .,9,1,singular
the famous rebellion last month helped that driven politician and the principal and shaped the budget last month .,12,1,singular
the quite nervous guardian last week ignored the short toddlers and framed that photograph happily .,10,1,singular
the museum happily approached that uptight cousin and displayed the majestic novel .,7,1,singular
the disastrous gas happily smelled that timid child and the cheerful toddler and polluted the region .,12,1,singular
the talented principal betrayed the timid employees and destroyed that movement quickly .,7,1,singular
the convenient equation wearily introduced the nervous scientists and the researcher and challenged that principle .,11,1,singular
the rather interesting letter wearily avoided the principals and encouraged that gathering last month .,8,1,singular
the gas wearily inhaled that toddler and the quite young children and harmed the startled giraffe .,11,1,singular
the bottle covered that nervous parent and satisfied my cousin last week .,6,1,singular
the guardian hugged the cheerful preschoolers and sorted that coin .,6,1,singular
the really scandalous truth discovered that physician and shaped the quite interesting budget .,7,1,singular
the preschooler accompanied my colleagues and my young partner and valued that shiny coin last week .,9,1,singular
the gas happily smelled that preschooler and killed the quite startled giraffe last month .,6,1,singular
my quite nervous colleague fancied that extremely cheerful partner and accepted the interesting offer .,9,1,singular
the quite nervous guardians hit that extremely chubby toddler and the child and painted the door gloomily .,12,1,plural
my partner fancied that cousin and deleted the extremely famous book gloomily .,5,1,singular
the scandalous policy gloomily suggested the secretaries and stopped that scandalous movement .,7,1,singular
the rather nervous child last week envied the students and grabbed that butterfly .,9,1,singular
my colleagues last week fancied that rather obnoxious partner and cut the shirt .,9,1,plural
the rather short parent last month ignored the rather cheerful children and framed that majestic photograph happily .,11,1,singular
the famous formulae efficiently invented that rather cheerful nurse and the researchers and challenged the principle last week .,12,1,plural
the achievement celebrated that director and destroyed the famous movement quickly .,5,1,singular
the revolution quickly lead that talented director and shaped the really interesting budget last week .,7,1,singular
the young guardians ignored that child and confiscated the quite shiny coin .,6,1,plural
the policy suggested that secretary and supported the rebellion .,5,1,singular
the rather majestic novels bought that cheerful partner and my rather nervous colleagues and helped the rebellion last week .,13,1,plural
the obnoxious principals obeyed that rather talented employee and presented the budget .,8,1,plural
the team misled that quite outrageous strategy and celebrated the accomplishment happily .,7,1,singular
the formulae last month recognized that rather cheerful researcher and challenged the principle .,9,1,plural
my rather cheerful colleague wearily married my cheerful partners and my uptight cousin and planned that famous rebellion .,13,1,singular
the principal happily obeyed that startled team and warned the rebellion last week .,7,1,singular
the chubby guardian hit the quite witty children and framed that gorgeous photograph .,8,1,singular
the really scandalous strategies suggested that quite competent assistant and the secretary and supported the really fierce rebellion .,12,1,plural
my rather witty colleagues fancied that partner and painted the green door .,7,1,plural
the gathering met that really obnoxious principal and endorsed the rebellion happily .,7,1,singular
the really chubby parent hugged the preschoolers and refused that potato .,7,1,singular
the witty guardians hugged that cheerful toddler and hung the green shirt last month .,7,1,plural
the famous principle studied that physician and fixed the flaw efficiently .,6,1,singular
the rather disastrous fragrance inhaled that waitress and the timid chef and killed the giraffe .,11,1,singular
the employee last week misled the scandalous policies and the scandalous policy and endorsed that famous rebellion .,12,1,singular
the disastrous gas smelled the rather nervous children and harmed that giraffe .,8,1,singular
the convenient procedures last week challenged that quite cheerful nurse and improved the famous equation happily .,10,1,plural
the library approached that cousin and installed the equipment efficiently .,5,1,singular
the dessert wanted my obnoxious colleagues and satisfied that preschooler .,6,1,singular
the toddlers envied that witty student and the teenagers and kicked the butterfly sadly .,9,1,plural
my chubby colleague last month fancied my partners and burned that photograph .,8,1,singular
the quite interesting phones answered that really driven secretary and encouraged the gathering last week .,9,1,plural
the fumes inhaled that cheerful guardian and the nervous parents and polluted the region .,10,1,singular
the rebellion wearily warned that obnoxious principal and the director and shaped the interesting budget .,10,1,singular
my quite timid partner happily married that timid colleague and lost the photograph last month .,9,1,singular
the gathering last week encouraged that director and welcomed the truth last week .,7,1,singular
the equation reviewed that scientist and challenged the convenient principle last week .,5,1,singular
the really scary rebellion last week observed that principal and shaped the interesting budget last week .,9,1,singular
the director betrayed that gathering and helped the movement .,5,1,singular
the outrageous policy suggested that secretary and the clerk and stopped the famous movement promptly .,9,1,singular
the fragrance last month inhaled that extremely timid child and harmed the giraffe last month .,9,1,singular
the sculpture enjoyed the teenagers and helped that fierce movement last week .,5,1,singular
the fumes happily smelled that preschooler and killed the startled giraffe last week .,6,1,singular
the gathering met the quite uptight directors and obeyed that talented principal happily .,7,1,singular
the uptight politicians phoned that secretary and joined the rather famous movement sadly .,6,1,plural
the driven principals sadly obeyed that nervous team and destroyed the movement quickly .,8,1,plural
the disastrous device quickly installed the gorgeous libraries and the museum and polluted that majestic region .,11,1,singular
the team misled that outrageous revolution and celebrated the accomplishment .,6,1,singular
the sculpture last week enjoyed that witty actor and helped the outrageous movement .,8,1,singular
the preschooler last week envied the timid students and sorted that coin .,8,1,singular
the convenient equation studied that extremely fierce physician and challenged the rather famous principle .,8,1,singular
my uptight colleague happily phoned that clerk and wanted the cake .,7,1,singular
the outrageous movement planned that actor and the uptight teenagers and shaped the really interesting budget .,10,1,singular
the principal sadly obeyed that rather startled team and presented the rather interesting budget happily .,8,1,singular
the uptight politician last week betrayed that driven team and observed the extremely famous revolution last month .,9,1,singular
the equation efficiently solved the physicians and challenged that convenient principle .,6,1,singular
the disastrous fumes gloomily inhaled that parent and harmed the giraffe .,7,1,singular
the extremely majestic sculpture discussed that actor and misled the gathering last week .,7,1,singular
the parent last month ignored the rather witty children and confiscated that shiny coin .,9,1,singular
the witty guardian hugged the extremely timid preschoolers and refused that really rich potato .,8,1,singular
my cousin fancied my colleagues and my partner and bought that shirt .,8,1,singular
the unanticipated achievement happily celebrated that politician and destroyed the revolution quickly .,7,1,singular
the young parent hit the toddlers and the witty toddler and hung that rather yellow shirt .,10,1,singular
my partner phoned that driven assistant and lost the photograph .,6,1,singular
the really famous library sadly approached that extremely cheerful colleague and my cousins and displayed the sculpture .,13,1,singular
the procedure studied that rather cheerful physician and improved the convenient equation .,7,1,singular
the disastrous fragrance inhaled that parent and killed the giraffe quickly .,6,1,singular
my nervous cousin last month fancied that uptight colleague and approached the famous city quickly .,9,1,singular
the really startled team encouraged that rather competent director and the politicians and welcomed the really fierce revolution last week .,12,1,singular
the majestic novel created the children and the preschooler and helped that fierce revolution .,9,1,singular
the quite scandalous secret discovered that cheerful researcher and shaped the budget .,8,1,singular
the principle invented the scary physicians and fixed that flaw .,6,1,singular
the victory celebrated that obnoxious politician and the driven principals and destroyed the famous revolution quickly .,10,1,singular
the faulty device efficiently installed the museums and polluted that majestic region .,7,1,singular
the rebellion quickly stopped the outrageous policies and the scandalous strategies and misled that team last week .,11,1,singular
the preschooler last week accompanied the children and folded that really yellow shirt efficiently .,7,1,singular
the bacon sampled the extremely competent chefs and satisfied that young toddler .,7,1,singular
the short toddlers accompanied that cousin and my partners and valued the shiny coin .,9,1,plural
the guardian hugged that toddler and confiscated the coin last month .,5,1,singular
the extremely timid guardian happily hugged that child and closed the door happily .,8,1,singular
the principle last month challenged that timid scientist and fixed the flaw quickly .,8,1,singular
the convenient principle taught the rather cheerful researchers and improved that equation efficiently .,8,1,singular
the rather young guardian last month hit that toddler and lost the photograph last week .,9,1,singular
the cheerful parents last week ignored that preschooler and the children and closed the door .,11,1,plural
the unanticipated achievement last week celebrated that rather gorgeous country and destroyed the extremely fierce revolution quickly .,10,1,singular
the really famous revolution planned that rather nervous partner and my short colleagues and shaped the budget .,13,1,singular
the child last week envied the actors and the actor and created that gorgeous sculpture .,10,1,singular
the politicians obeyed that really nervous gathering and presented the budget .,7,1,plural
the convenient procedures invented that quite fierce nurse and improved the equation happily .,8,1,plural
the nervous employee last week avoided the competent directors and the obnoxious principal and celebrated that victory .,13,1,singular
my colleague last month married that cousin and spilled the juice .,7,1,singular
the guardians last month hit that quite chubby preschooler and painted the door happily .,9,1,plural
the gorgeous sculptures created that chubby toddler and helped the movement last month .,7,1,plural
the parent hugged that preschooler and the child and confiscated the really shiny coin last week .,8,1,singular
the parent last week hit the toddlers and the quite witty children and framed that photograph happily .,12,1,singular
the victory celebrated that talented politician and destroyed the movement quickly .,6,1,singular
the letter answered the talented secretaries and encouraged that employee .,6,1,singular
the parent last week ignored the timid toddlers and opened that door happily .,8,1,singular
the timid guardian ignored the quite timid toddlers and covered that green cup .,8,1,singular
the team last month avoided that politician and welcomed the scandalous truth last month .,7,1,singular
the extremely scandalous policy happily suggested the nervous secretaries and the rather driven secretaries and stopped that extremely outrageous movement promptly .,14,1,singular
the timid gathering encouraged that politician and celebrated the victory .,6,1,singular
my obnoxious cousin accompanied that rather chubby parent and burned the gorgeous photograph wearily .,8,1,singular
the fragrance last week inhaled that nervous parent and the nervous guardian and polluted the majestic region quickly .,12,1,singular
my colleague last month fancied that short cousin and accepted the offer happily .,8,1,singular
the guardian last month hit that preschooler and folded the yellow shirt .,7,1,singular
the books sadly returned that really cheerful actor and spread the outrageous message .,8,1,plural
the rather convenient equations invented that extremely driven researcher and the rather nervous nurses and challenged the convenient procedure last week .,14,1,plural
the really outrageous book returned the secretaries and spread that message quickly .,7,1,singular
the equation improved the rather fierce nurses and the scientists and challenged that procedure last week .,10,1,singular
the movement last month observed that principal and shaped the budget last month .,7,1,singular
the principle taught the really scary nurses and fixed that flaw .,7,1,singular
the fierce movement quickly lead the extremely uptight directors and misled that nervous team last month .,9,1,singular
the chubby preschoolers envied that actor and the teenagers and spilled the clear juice .,9,1,plural
the talented team met that rather uptight principal and welcomed the extremely famous movement last month .,8,1,singular
the rather witty parent last month ignored that quite timid child and closed the quite yellow door sadly .,11,1,singular
the soda wasted the children and satisfied that rather chubby preschooler last week .,5,1,singular
the timid guardians happily hugged that toddler and the timid child and confiscated the shiny coin last month .,11,1,plural
my colleague phoned that extremely timid clerk and approached the city happily .,7,1,singular
the procedure reused that timid scientist and the timid researchers and fixed the really disastrous flaw .,10,1,singular
the nervous guardian hugged the nervous preschoolers and discovered that extremely outrageous truth efficiently .,7,1,singular
the rather convenient equation sadly received the quite scary nurses and challenged that convenient procedure .,10,1,singular
the rather disastrous gas smelled that toddler and the preschooler and harmed the giraffe .,10,1,singular
the child last month accompanied my partners and my cousins and stored that shiny coin .,10,1,singular
the driven team last week encouraged that director and worshiped the rather driven politician .,8,1,singular
my colleagues last week fancied that partner and my quite timid cousin and planned the famous movement happily .,12,1,plural
the secret last month discovered that parent and shaped the interesting budget .,7,1,singular
the majestic novels last month enjoyed that teenager and misled the employee last month .,8,1,plural
the equipment installed that gorgeous library and polluted the majestic region last week .,6,1,singular
the short guardians accompanied that parent and lost the quite gorgeous photograph last week .,6,1,plural
the nervous parents hugged that child and filled the cup .,6,1,plural
the guardian hugged that timid child and the witty preschooler and painted the really green door .,10,1,singular
the unanticipated victories last month celebrated that employee and destroyed the movement quickly .,8,1,plural
the principles introduced that extremely scary nurse and fixed the flaw .,7,1,plural
my colleague last week fancied my really cheerful cousins and my short partners and cut that shirt efficiently .,13,1,singular
the parent accompanied my partners and confiscated that shiny coin .,5,1,singular
